no_disposition;date_mutation;valeur_fonciere
1;2020-01-13;64700
1;2020-01-14;245000
1;2020-01-07;73500
1;2020-01-15;143000
1;2020-01-10;185000
1;2020-01-10;780000
1;2020-01-06;170000
1;2020-01-22;78000
1;2020-01-25;39000
1;2020-01-14;82000
1;2020-01-27;170000
1;2020-02-03;107000
1;2020-01-21;129900
1;2020-02-05;190000
1;2020-01-10;175500
1;2020-01-30;296000
1;2020-01-27;160000
1;2020-01-15;185000
1;2020-02-03;95000
1;2020-02-03;244285
1;2020-01-24;230000
1;2020-02-03;500000
1;2020-01-22;81500
1;2020-02-07;135000
1;2020-01-27;90000
1;2020-01-27;227500
1;2020-01-17;347100
1;2020-01-31;140000
1;2020-01-28;540000
1;2020-01-14;73000
1;2020-01-21;129907
1;2020-02-07;45000
1;2020-02-07;80000
1;2020-01-22;375000
1;2020-01-30;20000
1;2020-01-31;88405
1;2020-02-06;116000
1;2020-01-20;130000
1;2020-01-23;980000
1;2020-02-05;330900
1;2020-02-18;240000
1;2020-02-13;217000
1;2020-02-19;575000
1;2020-02-05;95850
1;2020-02-19;86000
1;2020-01-24;71500
1;2020-01-21;80000
1;2020-01-30;87000
1;2020-02-05;157000
1;2020-02-19;1996150
1;2020-02-14;42500
1;2020-02-07;504000
1;2020-02-12;60550
1;2020-02-21;108000
1;2020-01-31;1380000
1;2020-02-13;77000
1;2020-02-06;162000
1;2020-02-10;130700
1;2020-02-27;114000
1;2020-02-14;500000
1;2020-02-26;137000
1;2020-02-07;277000
1;2020-02-12;285000
1;2020-02-28;430000
1;2020-02-05;64500
1;2020-02-11;156000
1;2020-02-13;835000
1;2020-03-05;190700
1;2020-02-05;250000
1;2020-03-06;305000
1;2020-02-24;273000
1;2020-03-07;45000
1;2020-02-24;315000
1;2020-03-09;75000
1;2020-02-20;485000
1;2020-03-12;65000
1;2020-03-16;150000
1;2020-02-14;95000
1;2020-03-10;470000
1;2020-03-19;310000
1;2020-03-03;85250
1;2020-03-05;365000
1;2020-03-13;90000
1;2020-03-11;200000
1;2020-02-28;64000
1;2020-03-16;52470
1;2020-03-10;295000
1;2020-02-25;267500
1;2020-03-20;262500
1;2020-03-17;116000
1;2020-03-09;107000
1;2020-04-03;270000
1;2020-03-25;112880
1;2020-03-09;320000
1;2020-03-20;77000
1;2020-03-12;459000
1;2020-04-08;150000
1;2020-03-31;345000
1;2020-03-27;212500
1;2020-04-10;80400
1;2020-03-31;76000
1;2020-03-27;69000
1;2020-03-16;1250000
1;2020-04-15;345000
1;2020-04-16;60000
1;2020-04-02;335000
1;2020-04-27;185500
1;2020-04-20;39000
1;2020-04-09;225000
1;2020-04-09;83450
1;2020-04-24;395000
1;2020-04-27;108500
1;2020-04-22;184000
1;2020-05-07;47000
1;2020-04-27;205000
1;2020-05-06;115000
1;2020-05-15;12000
1;2020-04-28;270000
1;2020-05-14;170000
1;2020-05-13;58000
1;2020-05-18;162300
1;2020-05-25;108500
1;2020-05-28;210000
1;2020-05-27;540400
1;2020-05-07;502000
1;2020-05-29;387000
1;2020-05-28;128000
1;2020-04-30;645000
1;2020-05-20;300000
1;2020-06-04;41000
1;2020-05-20;180000
1;2020-05-29;67000
1;2020-05-20;120000
1;2020-05-15;144000
1;2020-05-26;139050
1;2020-06-02;450000
1;2020-05-20;225187
1;2020-05-29;52000
1;2020-05-25;100000
1;2020-06-02;72500
1;2020-06-04;105000
1;2020-06-02;49700
1;2020-05-28;60000
1;2020-05-18;36500
1;2020-05-29;140000
1;2020-04-28;567000
1;2020-05-27;87000
1;2020-05-29;100000
1;2020-06-04;300000
1;2020-05-26;68000
1;2020-06-02;225000
1;2020-06-15;22000
1;2020-05-27;60000
1;2020-06-11;147700
1;2020-06-05;1050000
1;2020-06-19;900000
1;2020-06-09;130000
1;2020-06-09;30000
1;2020-06-03;63300
1;2020-06-19;225000
1;2020-06-19;59000
1;2020-06-25;275000
1;2020-06-19;180000
1;2020-06-29;90000
1;2020-06-17;145000
1;2020-06-22;175000
1;2020-06-02;190000
1;2020-06-29;665000
1;2020-06-12;106764
1;2020-06-26;480000
1;2020-06-22;67000
1;2020-06-30;750000
1;2020-06-16;330000
1;2020-06-16;330000
1;2020-06-30;54000
1;2020-05-27;155000
1;2020-06-19;176000
1;2020-06-18;135000
1;2020-06-20;385000
1;2020-01-08;97500
1;2020-01-10;537700
1;2020-01-10;117000
1;2020-01-07;133950
1;2020-01-03;181875
1;2020-01-02;355680
1;2020-01-09;200750
1;2020-01-10;257161
1;2020-01-22;92000
1;2020-01-09;309000
1;2020-01-15;250700
1;2020-01-15;291000
1;2020-01-10;97000
1;2020-01-10;169600
1;2020-01-08;146880
1;2020-01-09;97800
1;2020-01-20;401000
1;2020-01-17;593800
1;2020-01-20;573000
1;2020-01-14;242000
1;2020-01-17;198000
1;2020-01-08;309000
1;2020-01-15;209000
1;2020-01-15;535000
1;2020-01-24;377000
1;2020-01-20;210000
1;2020-01-15;67200
1;2020-01-21;550000
1;2020-01-22;96000
1;2020-01-27;415000
1;2020-01-16;175000
1;2020-01-16;312000
1;2020-01-29;229000
1;2020-01-15;1350000
1;2020-01-27;315000
1;2020-01-20;196100
1;2020-01-29;96000
1;2020-01-20;169000
1;2020-01-31;325000
1;2020-01-29;87000
1;2020-01-21;137000
1;2020-01-31;118000
1;2020-01-29;243522
1;2020-01-24;315300
1;2020-01-29;140075
1;2020-01-23;312200
1;2020-01-15;195000
1;2020-01-24;192000
1;2020-02-06;207580
1;2020-01-14;515000
1;2020-02-06;181420
1;2020-02-07;210200
1;2020-01-27;112000
1;2020-01-29;499760
1;2020-01-29;274800
1;2020-01-20;84000
1;2020-01-30;100000
1;2020-01-31;211687
1;2020-01-31;182000
1;2020-02-12;150310
1;2020-01-28;380000
1;2020-02-06;240624
1;2020-01-30;347000
1;2020-02-03;259000
1;2020-02-06;76500
1;2020-02-03;291880
1;2020-01-31;142200
1;2020-02-13;61000
1;2020-02-17;146000
1;2020-01-22;251160
1;2020-01-31;75200
1;2020-02-07;415000
1;2020-02-07;296500
1;2020-02-10;425000
1;2020-01-27;31800
1;2020-02-14;138000
1;2020-02-07;92000
1;2020-02-05;107100
1;2020-02-06;361500
1;2020-02-14;221500
1;2020-02-14;650000
1;2020-01-27;168700
1;2020-02-12;169000
1;2020-02-12;189150
1;2020-02-19;273600
1;2020-02-07;104370
1;2020-02-07;315250
1;2020-02-14;470315
1;2020-02-21;292500
1;2020-02-06;194500
1;2020-01-28;288000
1;2020-01-28;203000
1;2020-02-05;83000
1;2020-02-11;323000
1;2020-02-18;111000
1;2020-02-20;391000
1;2020-02-03;123000
1;2020-02-17;343000
1;2020-02-07;127000
1;2020-02-13;75000
1;2020-02-19;44000
1;2020-02-28;212000
1;2020-02-28;175800
1;2020-02-27;188000
1;2020-02-17;340400
1;2020-03-03;194000
1;2020-02-19;637000
1;2020-02-20;617785
1;2020-02-20;203000
1;2020-02-25;212253
1;2020-02-27;134000
1;2020-02-27;154380
1;2020-02-13;130000
1;2020-02-28;370000
1;2020-02-21;45000
1;2020-03-09;93090
1;2020-02-21;550000
1;2020-03-02;192650
1;2020-02-14;305000
1;2020-02-21;283000
1;2020-02-28;67000
1;2020-02-27;195000
1;2020-03-04;160000
1;2020-03-04;484900
1;2020-02-28;245000
1;2020-02-27;890000
1;2020-02-19;135000
1;2020-03-06;262000
1;2020-02-26;350000
1;2020-02-19;228000
1;2020-02-24;258300
1;2020-03-13;155000
1;2020-02-20;294844.72
1;2020-03-06;75000
1;2020-03-06;311930
1;2020-03-09;253000
1;2020-03-10;479000
1;2020-03-04;413000
1;2020-02-11;302500
1;2020-03-03;216910
1;2020-03-16;225000
1;2020-03-16;185000
1;2020-02-18;103500
1;2020-03-12;157000
1;2020-03-05;192000
1;2020-03-16;114000
1;2020-03-12;162500
1;2020-03-06;75500
1;2020-03-10;65500
1;2020-03-10;65000
1;2020-02-28;461000
1;2020-03-02;218000
1;2020-03-02;386000
1;2020-03-18;103000
1;2020-02-28;236030
1;2020-02-26;159000
1;2020-03-16;287000
1;2020-03-24;399400
1;2020-03-16;153000
1;2020-03-27;145000
1;2020-03-05;168000
1;2020-03-16;102500
1;2020-03-09;430000
1;2020-03-24;131800
1;2020-04-02;52000
1;2020-04-06;62000
1;2020-04-02;315000
1;2020-03-03;133250
1;2020-03-19;330000
1;2020-03-17;332000
1;2020-04-07;126000
1;2020-03-16;88000
1;2020-02-14;187140
1;2020-03-16;269000
1;2020-04-09;335000
1;2020-04-10;195000
1;2020-04-09;177000
1;2020-03-27;60000
1;2020-04-15;213000
1;2020-03-12;273000
1;2020-04-16;181700
1;2020-02-26;245000
1;2020-03-06;400000
1;2020-04-07;350000
1;2020-04-07;89000
1;2020-03-31;96700
1;2020-04-10;108000
1;2020-03-30;750000
1;2020-04-24;218000
1;2020-04-06;78000
1;2020-03-31;494000
1;2020-04-23;510000
1;2020-04-23;237000
1;2020-03-16;164000
1;2020-04-23;229000
1;2020-04-14;92500
1;2020-04-09;205000
1;2020-04-10;177600
1;2020-04-15;300000
1;2020-03-05;90000
1;2020-03-19;358000
1;2020-04-28;117475
1;2020-04-30;145000
1;2020-04-24;129700
1;2020-04-24;85000
1;2020-03-23;239000
1;2020-04-24;94000
1;2020-05-06;154000
1;2020-04-20;313520
1;2020-03-27;80000
1;2020-04-17;94340
1;2020-04-17;140000
1;2020-03-17;117000
1;2020-04-03;158000
1;2020-05-12;145500
1;2020-05-05;100000
1;2020-05-12;163000
1;2020-03-03;160000
1;2020-04-16;208000
1;2020-04-21;267000
1;2020-05-14;333200
1;2020-05-14;375000
1;2020-05-14;136350
1;2020-05-06;440000
1;2020-03-24;102000
1;2020-05-11;149500
1;2020-04-22;255000
1;2020-03-10;142000
1;2020-05-11;132500
1;2020-02-20;105000
1;2020-05-07;138000
1;2020-05-14;252000
1;2020-05-18;151900
1;2020-05-05;182000
2;2020-05-04;
1;2020-04-30;185000
1;2020-05-18;274000
1;2020-05-18;237000
1;2020-05-15;240000
1;2020-05-19;91500
1;2020-05-06;214000
1;2020-04-27;138500
1;2020-05-07;97500
1;2020-05-14;96500
1;2020-05-19;142500
1;2020-04-03;109900
1;2020-05-15;574200
1;2020-05-15;80000
1;2020-05-15;95000
1;2020-05-07;90000
1;2020-05-15;95000
1;2020-05-25;129000
1;2020-05-20;130000
1;2020-05-11;185150
1;2020-05-29;3000
1;2020-05-27;452000
1;2020-05-19;165000
1;2020-05-27;170250
1;2020-05-26;334000
1;2020-05-18;375550
1;2020-05-29;173000
1;2020-05-14;52000
1;2020-05-20;297000
1;2020-05-29;120000
1;2020-05-14;150000
1;2020-05-11;152000
1;2020-05-18;454100
1;2020-05-19;199000
1;2020-05-14;158000
1;2020-05-20;142000
1;2020-04-29;232000
1;2020-05-20;148000
1;2020-05-25;79000
1;2020-05-12;555000
1;2020-05-25;360000
1;2020-05-15;302000
1;2020-05-29;96000
1;2020-05-28;175000
1;2020-05-11;340000
1;2020-05-29;527000
1;2020-05-29;383800
1;2020-05-27;235600
1;2020-05-13;189000
1;2020-05-12;135000
1;2020-05-26;150000
1;2020-05-27;330000
1;2020-05-28;152000
1;2020-05-29;202000
1;2020-05-29;130000
1;2020-06-02;125000
1;2020-06-01;180000
1;2020-06-03;67000
1;2020-05-25;330000
1;2020-05-28;475000
1;2020-06-09;65500
1;2020-06-09;102010
1;2020-05-13;211800
1;2020-06-05;214765
1;2020-06-12;208000
1;2020-06-05;250000
1;2020-05-28;85000
1;2020-06-10;66000
1;2020-05-29;282000
1;2020-06-12;1264184.8
1;2020-06-05;63500
1;2020-05-29;770500
2;2020-03-23;240000
1;2020-06-15;115000
1;2020-06-10;370000
1;2020-06-03;149000
1;2020-05-27;145000
1;2020-06-08;120000
1;2020-06-12;110000
1;2020-06-04;189500
1;2020-06-26;78000
1;2020-06-26;201942
1;2020-06-01;275000
1;2020-06-08;89000
1;2020-06-26;107000
1;2020-06-22;60450
1;2020-06-10;100000
1;2020-06-05;190000
1;2020-06-25;185000
1;2020-06-26;450000
1;2020-06-29;120000
1;2020-06-16;106000
1;2020-06-12;369010
1;2020-06-25;385000
1;2020-06-30;425000
1;2020-06-26;1190000
1;2020-06-12;110000
1;2020-01-06;443000
1;2020-01-07;581097.6
1;2020-01-09;125110
1;2020-01-07;151000
1;2020-01-08;620000
1;2020-01-10;245000
1;2020-01-09;119175
1;2020-01-15;205000
1;2020-01-06;128600
1;2020-01-27;135000
1;2020-01-17;126105
1;2020-01-30;238100
1;2020-01-23;182000
1;2020-01-22;530000
1;2020-01-24;259220
1;2020-01-30;307500
1;2020-02-05;265000
1;2020-01-23;411150
1;2020-02-12;133000
1;2020-02-13;156500
1;2020-01-21;130000
1;2020-01-20;390000
1;2020-01-31;105000
1;2020-02-18;157400
1;2020-02-07;120000
1;2020-02-07;118700
1;2020-02-10;297000
1;2020-01-31;245000
1;2020-01-31;240000
1;2020-02-07;119000
1;2020-02-18;300000
1;2020-02-03;117000
1;2020-02-21;49000
1;2020-01-29;134800
1;2020-02-22;175000
1;2020-02-26;1000000
1;2020-02-21;230000
1;2020-02-13;155000
1;2020-02-24;116000
1;2020-02-12;76700
1;2020-02-13;250000
1;2020-03-05;158000
1;2020-03-04;285000
1;2020-03-09;333000
1;2020-03-02;220000
1;2020-03-31;235000
1;2020-01-07;245000
1;2020-01-17;73000
1;2020-02-06;310000
1;2020-01-31;110000
1;2020-01-30;95000
1;2020-03-17;285000
1;2020-03-12;100000
1;2020-04-03;74000
1;2020-03-18;120000
1;2020-03-20;300000
1;2020-03-11;216000
1;2020-03-11;335000
1;2020-03-09;189840
1;2020-03-31;61000
1;2020-04-03;174352
1;2020-03-11;43000
1;2020-04-03;169500
1;2020-04-07;311050
1;2020-03-27;110000
1;2020-03-17;139000
1;2020-04-15;85000
1;2020-03-16;151270
1;2020-03-25;62000
1;2020-01-08;241030
1;2020-01-15;364000
1;2020-01-02;125000
1;2020-01-08;490000
1;2020-01-08;205000
1;2020-01-10;485000
1;2020-01-08;95000
1;2020-01-20;440000
1;2020-01-16;220000
1;2020-01-20;226000
1;2020-01-24;286700
1;2020-01-15;99000
1;2020-01-16;172000
1;2020-01-24;280100
1;2020-01-10;86000
1;2020-01-10;116000
1;2020-01-16;467000
1;2020-01-03;240250
1;2020-01-22;1550000
1;2020-01-14;161000
1;2020-02-03;270000
1;2020-01-30;408000
1;2020-01-16;133000
1;2020-01-16;127000
1;2020-01-17;154000
1;2020-01-20;71500
1;2020-01-28;770000
1;2020-01-23;384920
1;2020-01-28;170625
1;2020-01-21;522000
1;2020-01-22;410000
1;2020-01-27;80000
1;2020-01-17;124000
1;2020-01-27;140000
1;2020-02-06;280000
1;2020-02-06;74000
1;2020-01-31;102000
1;2020-02-10;118000
1;2020-01-31;215000
1;2020-01-30;293000
1;2020-01-27;262000
1;2020-02-13;188470
1;2020-01-29;220500
1;2020-02-06;202000
1;2020-02-13;345000
1;2020-02-12;132500
1;2020-02-25;185500
2;2020-02-13;417500
1;2020-02-13;190000
1;2020-02-07;585000
1;2020-02-13;126000
1;2020-02-27;440000
1;2020-02-18;127050
1;2020-02-27;147250
1;2020-03-03;255000
1;2020-03-06;283500
1;2020-02-13;580250
1;2020-02-11;72000
1;2020-03-05;272790
1;2020-03-03;512000
1;2020-03-06;158000
1;2020-03-05;150000
1;2020-03-13;227500
1;2020-03-06;195035
1;2020-02-26;70000
1;2020-03-10;430000
1;2020-02-26;128000
1;2020-02-24;430000
1;2020-03-16;230000
1;2020-03-12;312500
1;2020-03-05;88000
1;2020-03-05;82800
1;2020-03-04;98000
1;2020-03-03;325000
1;2020-02-27;422500
1;2020-03-06;262490
1;2020-03-06;324090
1;2020-03-09;167000
1;2020-03-26;147000
1;2020-03-20;161000
1;2020-03-16;138000
1;2020-03-13;189500
1;2020-02-26;85000
1;2020-03-13;105000
1;2020-02-27;195000
1;2020-03-09;490000
1;2020-03-13;173000
1;2020-04-06;95500
1;2020-03-13;350000
1;2020-03-13;98000
1;2020-04-07;525000
1;2020-03-20;265000
1;2020-03-24;125000
1;2020-04-02;245000
1;2020-04-02;200000
1;2020-04-10;314000
1;2020-03-20;325000
1;2020-04-09;159000
1;2020-04-10;154000
1;2020-04-17;142000
1;2020-03-16;200000
1;2020-03-27;185000
1;2020-03-30;159348
1;2020-03-31;415700
1;2020-04-15;380000
1;2020-04-23;93000
1;2020-04-10;215000
1;2020-04-17;130000
1;2020-04-29;370000
1;2020-02-27;383000
1;2020-04-07;147000
1;2020-05-05;420000
1;2020-04-08;131000
1;2020-04-23;600000
1;2020-04-30;180200
1;2020-04-24;168300
1;2020-04-24;120110
1;2020-04-27;325000
1;2020-04-22;170000
1;2020-05-06;150000
1;2020-05-14;180500
1;2020-05-04;765000
1;2020-04-30;178500
1;2020-05-15;136500
1;2020-04-28;360000
1;2020-05-18;118000
1;2020-05-15;566000
1;2020-04-22;303500
1;2020-05-15;95000
1;2020-05-12;138500
1;2020-04-30;290000
1;2020-04-14;118408.5
1;2020-05-19;225000
1;2020-05-25;261400
1;2020-03-12;125000
1;2020-05-14;105000
1;2020-05-26;285000
1;2020-05-04;309000
1;2020-05-26;282000
1;2020-05-20;297000
1;2020-05-14;178000
1;2020-05-20;195000
1;2020-05-18;730832
1;2020-06-11;479108
1;2020-05-29;117500
1;2020-05-29;617000
1;2020-05-29;123500
1;2020-05-20;137000
1;2020-06-09;349118
1;2020-06-10;120000
1;2020-06-19;145000
1;2020-06-18;775300
1;2020-06-29;130000
1;2020-01-10;100500
1;2020-01-14;70000
1;2020-01-07;66000
1;2020-01-07;42500
1;2020-01-10;40000
1;2020-01-07;59000
1;2020-01-07;140000
1;2020-01-31;128000
1;2020-01-24;68500
1;2020-01-16;182466
1;2020-01-23;118000
1;2020-01-31;85000
1;2020-01-24;63000
1;2020-02-07;80660
1;2020-02-12;55000
1;2020-01-24;35000
1;2020-02-19;95000
1;2020-02-25;39500
1;2020-02-26;70500
1;2020-02-21;70000
1;2020-02-14;110000
1;2020-02-17;138000
1;2020-02-11;19000
1;2020-03-02;162000
1;2020-02-13;50000
1;2020-02-21;82650
1;2020-04-06;81800
1;2020-04-16;29000
1;2020-05-11;204900
1;2020-05-12;38000
1;2020-04-17;47000
1;2020-05-05;63000
1;2020-04-27;142000
1;2020-05-12;190000
1;2020-05-06;62000
1;2020-05-18;58000
1;2020-04-29;35000
1;2020-03-17;98500
1;2020-05-14;78000
1;2020-05-29;147000
1;2020-05-25;74000
1;2020-05-26;65000
1;2020-05-18;126350
1;2020-05-29;135000
1;2020-05-29;53000
1;2020-05-29;105000
1;2020-06-03;100000
1;2020-06-03;64000
1;2020-06-30;34000
1;2020-06-29;54000
1;2020-01-13;89500
1;2020-01-15;85000
1;2020-01-15;168000
1;2020-01-24;137500
1;2020-01-23;164520
1;2020-02-03;42000
1;2020-01-31;83000
1;2020-01-23;58000
1;2020-01-27;112000
1;2020-02-07;58900
1;2020-02-07;105000
1;2020-01-16;76000
1;2020-02-06;39000
1;2020-02-13;149000
1;2020-01-30;127000
1;2020-02-14;49000
1;2020-02-14;250000
1;2020-02-19;246450
1;2020-02-19;37500
1;2020-02-19;44500
1;2020-02-19;43500
1;2020-02-11;343025
1;2020-02-24;32000
1;2020-01-30;96500
1;2020-01-31;92000
1;2020-02-26;170000
1;2020-02-12;89000
1;2020-02-28;14000
1;2020-02-17;82500
1;2020-02-20;105000
1;2020-02-19;46000
1;2020-02-26;114000
1;2020-02-17;135029
1;2020-02-07;128200
1;2020-02-24;123000
1;2020-03-05;173518
1;2020-03-09;60000
1;2020-03-10;175511
1;2020-02-17;80000
1;2020-03-11;234450
1;2020-03-17;151799
1;2020-02-21;130750
1;2020-03-06;186361.84
1;2020-03-11;86950
1;2020-03-10;60000
1;2020-02-28;45600
1;2020-03-16;208650
1;2020-03-17;146348
1;2020-03-13;191271
1;2020-04-01;177269
1;2020-03-17;100000
1;2020-03-23;240000
1;2020-04-15;184146
1;2020-04-01;54000
1;2020-04-14;106000
1;2020-04-17;52000
1;2020-03-31;114000
1;2020-04-21;59000
1;2020-04-30;117000
1;2020-04-30;85450
1;2020-04-24;132384
1;2020-05-11;69250
1;2020-01-20;75000
1;2020-01-30;91000
1;2020-02-14;42000
1;2020-01-31;59000
1;2020-02-10;46500
1;2020-02-28;102000
1;2020-02-21;46000
1;2020-02-25;36900
1;2020-03-20;54500
1;2020-05-06;55000
1;2020-05-07;36000
1;2020-05-15;25000
1;2020-05-22;78900
1;2020-04-30;166000
1;2020-05-22;153000
1;2020-05-20;40000
1;2020-05-25;62500
1;2020-05-06;57500
1;2020-05-18;85000
1;2020-06-08;78000
1;2020-06-03;44750
1;2020-06-02;84000
1;2020-06-15;95400
1;2020-06-06;50000
1;2020-06-19;65000
1;2020-06-10;99500
1;2020-01-20;68500
1;2020-05-06;41000
1;2020-05-13;71000
1;2020-05-06;79000
1;2020-05-20;161400
1;2020-05-13;32000
1;2020-05-27;85300
1;2020-06-23;47600
1;2020-01-17;28000
1;2020-01-30;57000
1;2020-02-07;15000
1;2020-02-28;43520
1;2020-03-09;25000
1;2020-03-18;80000
1;2020-03-18;160000
1;2020-04-06;64000
1;2020-04-08;25900
1;2020-04-10;34000
1;2020-04-02;49500
1;2020-05-11;47500
1;2020-05-20;85000
1;2020-05-20;39000
1;2020-05-14;23000
1;2020-06-05;50000
1;2020-05-25;36000
1;2020-06-18;20000
1;2020-06-12;85000
1;2020-01-31;30000
1;2020-02-05;56000
1;2020-02-12;50000
1;2020-03-02;72000
1;2020-03-03;60000
1;2020-04-15;51000
1;2020-05-11;55230
1;2020-05-12;91000
1;2020-05-20;62000
1;2020-05-25;44915
1;2020-05-30;100000
1;2020-06-12;75050
1;2020-05-29;53070
1;2020-06-06;90000
1;2020-01-06;99500
1;2020-01-15;97000
1;2020-01-06;113200
1;2020-01-03;44000
1;2020-01-08;57000
1;2020-01-06;88000
1;2020-01-06;90000
1;2020-01-10;125000
1;2020-01-09;54500
1;2020-01-22;42660
1;2020-01-22;44000
1;2020-01-15;70000
1;2020-01-15;80500
1;2020-01-08;48420
1;2020-01-20;35000
1;2020-01-21;47500
1;2020-01-30;57000
1;2020-01-23;49900
1;2020-01-22;137150
1;2020-01-24;59000
1;2020-01-15;67080
1;2020-01-14;46500
1;2020-01-17;362500
1;2020-01-22;235000
1;2020-01-24;29000
1;2020-01-23;62000
1;2020-01-20;57000
1;2020-01-27;92000
1;2020-01-31;139000
1;2020-01-31;64000
1;2020-01-29;157000
1;2020-01-31;43000
1;2020-01-23;76500
1;2020-01-31;74000
1;2020-01-23;60000
1;2020-01-29;119000
1;2020-02-08;54000
1;2020-01-29;69000
1;2020-02-05;105000
1;2020-02-06;133500
1;2020-01-24;76800
1;2020-02-03;68255
1;2020-02-05;77900
1;2020-01-30;100000
1;2020-02-10;134000
1;2020-01-31;44100
1;2020-02-12;46000
1;2020-02-10;190000
1;2020-02-07;61700
1;2020-02-24;200000
1;2020-02-17;126000
1;2020-02-13;117400
1;2020-02-14;72000
1;2020-02-07;163000
1;2020-02-28;34200
1;2020-02-12;55900
1;2020-02-13;128000
1;2020-02-12;62900
1;2020-02-20;97000
1;2020-02-20;19000
1;2020-02-07;73000
1;2020-02-10;96000
1;2020-02-19;75000
1;2020-02-21;196000
1;2020-02-24;15000
1;2020-03-05;89000
1;2020-02-13;59500
1;2020-02-24;69500
1;2020-02-27;47500
1;2020-03-06;120000
1;2020-03-03;37000
1;2020-02-29;82500
1;2020-04-07;70300
1;2020-03-09;130250
1;2020-03-14;261800
1;2020-03-31;72000
1;2020-03-02;63000
1;2020-02-28;111400
1;2020-03-16;188000
1;2020-03-02;145000
1;2020-04-10;350000
1;2020-04-16;185000
1;2020-03-12;39000
1;2020-04-15;38000
1;2020-04-15;53500
1;2020-04-16;130000
1;2020-04-10;55000
1;2020-04-15;86000
1;2020-04-27;134000
1;2020-04-17;84000
1;2020-04-24;135000
1;2020-05-07;62000
1;2020-04-09;83000
1;2020-04-16;167000
1;2020-05-11;75000
1;2020-05-07;138000
1;2020-04-30;38500
1;2020-05-14;110000
1;2020-05-18;108050
1;2020-05-19;65000
1;2020-05-26;65000
1;2020-05-28;145000
1;2020-06-02;144000
1;2020-05-28;79000
1;2020-05-14;57000
